diseaseId	geneId	score	geneName	description	diseaseName	sourceId	NofPmids	NofSnps
umls:C0033578	8537	0.12	BCAS1	breast carcinoma amplified sequence 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	8560	0.12	DEGS1	delta(4)-desaturase, sphingolipid 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	857	0.140156219185591	CAV1	caveolin 1, caveolae protein, 22kDa	Prostatic Neoplasms	CTD_human	11	0
umls:C0033578	858	0.12	CAV2	caveolin 2	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	861	0.12	RUNX1	runt-related transcription factor 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	8615	0.12	USO1	USO1 vesicle transport factor	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	8644	0.12027144187208	AKR1C3	aldo-keto reductase family 1, member C3	Prostatic Neoplasms	CTD_human	3	0
umls:C0033578	8648	0.12027144187208	NCOA1	nuclear receptor coactivator 1	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	8661	0.12	EIF3A	eukaryotic translation initiation factor 3, subunit A	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	8667	0.122724350242467	EIF3H	eukaryotic translation initiation factor 3, subunit H	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	8702	0.12	B4GALT4	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	8720	0.12	MBTPS1	membrane-bound transcription factor peptidase, site 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	873	0.12	CBR1	carbonyl reductase 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	8743	0.129258818215723	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	Prostatic Neoplasms	CTD_human	11	0
umls:C0033578	8754	0.128173050727402	ADAM9	ADAM metallopeptidase domain 9	Prostatic Neoplasms	CTD_human	3	0
umls:C0033578	8797	0.127815732463536	TNFRSF10A	tumor necrosis factor receptor superfamily, member 10a	Prostatic Neoplasms	CTD_human	4	0
umls:C0033578	8804	0.12	CREG1	cellular repressor of E1A-stimulated genes 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	8829	0.12027144187208	NRP1	neuropilin 1	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	8854	0.12027144187208	ALDH1A2	aldehyde dehydrogenase 1 family, member A2	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	8895	0.122724350242467	CPNE3	copine III	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	8932	0.12	MBD2	methyl-CpG binding domain protein 2	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	894	0.122995792114547	CCND2	cyclin D2	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	9	0.125448700484934	NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)	Prostatic Neoplasms	CTD_human	3	0
umls:C0033578	90338	0.12	ZNF160	zinc finger protein 160	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	9080	0.12	CLDN9	claudin 9	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	9189	0.122171534976642	ZBED1	zinc finger, BED-type containing 1	Prostatic Neoplasms	CTD_human	9	0
umls:C0033578	9203	0.12	ZMYM3	zinc finger, MYM-type 3	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	92105	0.12	INTS4	integrator complex subunit 4	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	928	0.122724350242467	CD9	CD9 molecule	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	93611	0.12	FBXO44	F-box protein 44	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	9380	0.12	GRHPR	glyoxylate reductase/hydroxypyruvate reductase	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	9420	0.122995792114547	CYP7B1	cytochrome P450, family 7, subfamily B, polypeptide 1	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	9446	0.12	GSTO1	glutathione S-transferase omega 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	9518	0.136888985198964	GDF15	growth differentiation factor 15	Prostatic Neoplasms	CTD_human	9	0
umls:C0033578	9538	0.12	EI24	etoposide induced 2.4	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	9566	0.12	HPCX	hereditary prostate cancer, X-linked	Prostatic Neoplasms	CTD_human	0	0
umls:C0033578	9687	0.122724350242467	GREB1	growth regulation by estrogen in breast cancer 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	9709	0.12	HERPUD1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	9817	0.12	KEAP1	kelch-like ECH-associated protein 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	9968	0.12027144187208	MED12	mediator complex subunit 12	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	9985	0.12	REC8	REC8 meiotic recombination protein	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	999	0.172034096478957	CDH1	cadherin 1, type 1, E-cadherin (epithelial)	Prostatic Neoplasms	CTD_human	22	0
umls:C0038356	53635	0.12	PTOV1	prostate tumor overexpressed 1	Stomach Neoplasms	CTD_human	1	0
umls:C0038356	8000	0.134830952007558	PSCA	prostate stem cell antigen	Stomach Neoplasms	CTD_human	7	0
umls:C0242656	53635	0.12	PTOV1	prostate tumor overexpressed 1	Disease Progression	CTD_human	1	0
umls:C0282612	1027	0.123267233986628	CDKN1B	cyclin-dependent kinase inhibitor 1B (p27, Kip1)	Prostatic Intraepithelial Neoplasias	CTD_human	3	0
umls:C0282612	1786	0.12027144187208	DNMT1	DNA (cytosine-5-)-methyltransferase 1	Prostatic Intraepithelial Neoplasias	CTD_human	2	0
umls:C0282612	2099	0.2	ESR1	estrogen receptor 1	Prostatic Intraepithelial Neoplasias	CTD_human	2	0
umls:C0282612	2100	0.2	ESR2	estrogen receptor 2 (ER beta)	Prostatic Intraepithelial Neoplasias	CTD_human	2	0
umls:C0282612	2950	0.20489588521911	GSTP1	glutathione S-transferase pi 1	Prostatic Intraepithelial Neoplasias	CTD_human	11	0
umls:C0282612	367	0.124081559602869	AR	androgen receptor	Prostatic Intraepithelial Neoplasias	CTD_human	7	0
umls:C0282612	4502	0.12	MT2A	metallothionein 2A	Prostatic Intraepithelial Neoplasias	CTD_human	1	0
umls:C0282612	5292	0.123267233986628	PIM1	Pim-1 proto-oncogene, serine/threonine kinase	Prostatic Intraepithelial Neoplasias	CTD_human	3	0
umls:C0282612	5728	0.121085767488321	PTEN	phosphatase and tensin homolog	Prostatic Intraepithelial Neoplasias	CTD_human	6	0
umls:C0282612	7155	0.12	TOP2B	topoisomerase (DNA) II beta 180kDa	Prostatic Intraepithelial Neoplasias	CTD_human	1	0
umls:C0282612	999	0.12	CDH1	cadherin 1, type 1, E-cadherin (epithelial)	Prostatic Intraepithelial Neoplasias	CTD_human	1	0
umls:C0376358	100048912	0.12027144187208	CDKN2B-AS1	CDKN2B antisense RNA 1	Malignant neoplasm of prostate	GWASCAT	2	1
umls:C0376358	100505495	0.12	PCAT19	prostate cancer associated transcript 19 (non-protein coding)	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	100846978	0.12	LINC00506	long intergenic non-protein coding RNA 506	Malignant neoplasm of prostate	GWASCAT	2	2
umls:C0376358	101805488	0.12	CCAT2	colon cancer associated transcript 2 (non-protein coding)	Malignant neoplasm of prostate	GWASCAT	5	1
umls:C0376358	101867536	0.121357209360402	PRNCR1	prostate cancer associated non-coding RNA 1	Malignant neoplasm of prostate	GWASCAT	10	5
umls:C0376358	101928075	0.12	LOC101928075	uncharacterized LOC101928075	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	101928165	0.12	CASC17	cancer susceptibility candidate 17 (non-protein coding)	Malignant neoplasm of prostate	GWASCAT	5	2
umls:C0376358	101929081	0.12	CTD-2194D22.4	uncharacterized LOC101929081	Malignant neoplasm of prostate	GWASCAT	2	1
umls:C0376358	102724596	0.12	LOC102724596	uncharacterized LOC102724596	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	10481	0.12895758177865	HOXB13	homeobox B13	Malignant neoplasm of prostate	UNIPROT	33	1
umls:C0376358	10611	0.127643979679967	PDLIM5	PDZ and LIM domain 5	Malignant neoplasm of prostate	GWASCAT	5	2
umls:C0376358	10979	0.12027144187208	FERMT2	fermitin family member 2	Malignant neoplasm of prostate	GWASCAT	2	1
umls:C0376358	11074	0.12	TRIM31	tripartite motif containing 31	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	11200	0.138349764822937	CHEK2	checkpoint kinase 2	Malignant neoplasm of prostate	UNIPROT	25	6
umls:C0376358	116113	0.123181357594843	FOXP4	forkhead box P4	Malignant neoplasm of prostate	GWASCAT	3	2
umls:C0376358	1488	0.151585741338067	CTBP2	C-terminal binding protein 2	Malignant neoplasm of prostate	GWASCAT	16	1
umls:C0376358	1499	0.202171534976642	CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	Malignant neoplasm of prostate	CLINVAR	8	1
umls:C0376358	170626	0.12	XAGE3	X antigen family, member 3	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	173	0.12	AFM	afamin	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	201625	0.12	DNAH12	dynein, axonemal, heavy chain 12	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	2048	0.131867497501413	EPHB2	EPH receptor B2	Malignant neoplasm of prostate	UNIPROT	36	2
umls:C0376358	220972	0.12	MARCH8	membrane-associated ring finger (C3HC4) 8, E3 ubiquitin protein ligase	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	222546	0.123995683211084	RFX6	regulatory factor X, 6	Malignant neoplasm of prostate	GWASCAT	6	1
umls:C0376358	2255	0.12	FGF10	fibroblast growth factor 10	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	22834	0.120542883744161	ZNF652	zinc finger protein 652	Malignant neoplasm of prostate	GWASCAT	3	1
umls:C0376358	22853	0.146308793636703	LMTK2	lemur tyrosine kinase 2	Malignant neoplasm of prostate	GWASCAT	13	1
umls:C0376358	22995	0.12	CEP152	centrosomal protein 152kDa	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	23035	0.12	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	23112	0.127101095935806	TNRC6B	trinucleotide repeat containing 6B	Malignant neoplasm of prostate	GWASCAT	3	1
umls:C0376358	23301	0.151042857593907	EHBP1	EH domain binding protein 1	Malignant neoplasm of prostate	GWASCAT	13	1
umls:C0376358	23394	0.12	ADNP	activity-dependent neuroprotector homeobox	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	253461	0.12	ZBTB38	zinc finger and BTB domain containing 38	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	254428	0.12	SLC41A1	solute carrier family 41 (magnesium transporter), member 1	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	26019	0.12	UPF2	UPF2 regulator of nonsense transcripts homolog (yeast)	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	26575	0.12027144187208	RGS17	regulator of G-protein signaling 17	Malignant neoplasm of prostate	GWASCAT	2	1
umls:C0376358	29841	0.12	GRHL1	grainyhead-like 1 (Drosophila)	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	354	0.261542831443653	KLK3	kallikrein-related peptidase 3	Malignant neoplasm of prostate	GWASCAT	781	17
umls:C0376358	357	0.12	SHROOM2	shroom family member 2	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	3655	0.127372537807886	ITGA6	integrin, alpha 6	Malignant neoplasm of prostate	GWASCAT	4	1
umls:C0376358	367	0.28	AR	androgen receptor	Malignant neoplasm of prostate	CLINVAR	1372	12
umls:C0376358	3782	0.12	KCNN3	potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 3	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	390443	0.12	RNASE9	ribonuclease, RNase A family, 9 (non-active)	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	4194	0.123724241339004	MDM4	MDM4, p53 regulator	Malignant neoplasm of prostate	GWASCAT	6	3
umls:C0376358	4316	0.124538566955244	MMP7	matrix metallopeptidase 7 (matrilysin, uterine)	Malignant neoplasm of prostate	GWASCAT	10	2
umls:C0376358	4477	0.25555984060457	MSMB	microseminoprotein, beta-	Malignant neoplasm of prostate	GWASCAT	56	3
umls:C0376358	4481	0.167839916054483	MSR1	macrophage scavenger receptor 1	Malignant neoplasm of prostate	CLINVAR	32	7
umls:C0376358	4601	0.241628651232482	MXI1	MAX interactor 1, dimerization protein	Malignant neoplasm of prostate	CLINVAR,UNIPROT	6	2
umls:C0376358	4646	0.121357209360402	MYO6	myosin VI	Malignant neoplasm of prostate	GWASCAT	6	1
umls:C0376358	4739	0.12	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	4855	0.12	NOTCH4	notch 4	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	51426	0.12	POLK	polymerase (DNA directed) kappa	Malignant neoplasm of prostate	CLINVAR	0	11
umls:C0376358	5195	0.12	PEX14	peroxisomal biogenesis factor 14	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	54535	0.12	CCHCR1	coiled-coil alpha-helical rod protein 1	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	54847	0.12	SIDT1	SID1 transmembrane family, member 1	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	55204	0.12	GOLPH3L	golgi phosphoprotein 3-like	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	55275	0.12	VPS53	vacuolar protein sorting 53 homolog (S. cerevisiae)	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	55971	0.12	BAIAP2L1	BAI1-associated protein 2-like 1	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	5728	0.263876054462308	PTEN	phosphatase and tensin homolog	Malignant neoplasm of prostate	UNIPROT	185	0
umls:C0376358	5890	0.12	RAD51B	RAD51 paralog B	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	60678	0.124734063957204	EEFSEC	eukaryotic elongation factor, selenocysteine-tRNA-specific	Malignant neoplasm of prostate	GWASCAT	2	1
umls:C0376358	63892	0.127372537807886	THADA	thyroid adenoma associated	Malignant neoplasm of prostate	GWASCAT	4	1
umls:C0376358	64641	0.12	EBF2	early B-cell factor 2	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	64759	0.12	TNS3	tensin 3	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	6581	0.154571601930951	SLC22A3	solute carrier family 22 (organic cation transporter), member 3	Malignant neoplasm of prostate	GWASCAT	26	1
umls:C0376358	675	0.1827692190189	BRCA2	breast cancer 2, early onset	Malignant neoplasm of prostate	CLINVAR	87	1
umls:C0376358	6899	0.12	TBX1	T-box 1	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	6928	0.168773793802563	HNF1B	HNF1 homeobox B	Malignant neoplasm of prostate	GWASCAT	32	5
umls:C0376358	7015	0.126438660059807	TERT	telomerase reverse transcriptase	Malignant neoplasm of prostate	GWASCAT	16	3
umls:C0376358	7157	0.229924159890752	TP53	tumor protein p53	Malignant neoplasm of prostate	CLINVAR	255	5
umls:C0376358	727677	0.12	CASC8	cancer susceptibility candidate 8 (non-protein coding)	Malignant neoplasm of prostate	GWASCAT	4	1
umls:C0376358	728114	0.12	LOC728114	uncharacterized LOC728114	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	79083	0.12	MLPH	melanophilin	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	79954	0.12	NOL10	nucleolar protein 10	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	81603	0.12	TRIM8	tripartite motif containing 8	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	84071	0.122367031978602	ARMC2	armadillo repeat containing 2	Malignant neoplasm of prostate	GWASCAT	2	1
umls:C0376358	84619	0.12027144187208	ZGPAT	zinc finger, CCCH-type with G patch domain	Malignant neoplasm of prostate	GWASCAT	2	1
umls:C0376358	9177	0.12	HTR3B	5-hydroxytryptamine (serotonin) receptor 3B, ionotropic	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C0376358	9855	0.12	FARP2	FERM, RhoGEF and pleckstrin domain protein 2	Malignant neoplasm of prostate	GWASCAT	1	1
umls:C1334615	354	0.12	KLK3	kallikrein-related peptidase 3	Malignant Phyllodes Tumor of Prostate	CTD_human	1	0
umls:C1836005	100188789	0.12	HPC6	Prostate cancer, susceptibility to	Prostate Cancer, Hereditary, 6	CTD_human	0	0
umls:C1836436	619402	0.12	HPC5	prostate cancer, hereditary, 5	Prostate Cancer, Hereditary, 5	CTD_human	0	0
umls:C1837593	408260	0.12	HPC4	Prostate cancer, hereditary, 4	Prostate Cancer, Hereditary, 4	CTD_human	0	0
umls:C1837595	408259	0.12	HPC3	Prostate cancer, hereditary, 3	PROSTATE CANCER, HEREDITARY, 3	CTD_human	0	0
umls:C1846279	9566	0.12	HPCX	hereditary prostate cancer, X-linked	PROSTATE CANCER, HEREDITARY, X-LINKED 1	CTD_human	0	0
umls:C1853195	100188809	0.12	HPC7	Prostate cancer, hereditary, 7	Prostate Cancer, Hereditary, 7	CTD_human	0	0
umls:C1863600	2048	0.24	EPHB2	EPH receptor B2	PROSTATE CANCER/BRAIN CANCER SUSCEPTIBILITY (finding)	CLINVAR,CTD_human	0	4
umls:C1864472	7834	0.12	PCAP	predisposing for prostate cancer	PROSTATE CANCER, HEREDITARY, 8	CTD_human	0	0
umls:C1970192	100188834	0.12	HPC10	Prostate cancer, hereditary, 10	Prostate Cancer, Hereditary, 10	CTD_human	0	0
umls:C1970250	100188826	0.12	HPC9	Prostate cancer, hereditary, 9	Prostate Cancer, Hereditary, 9	CTD_human	0	0
umls:C2677771	100188868	0.12	HPC15	Prostate cancer, hereditary, 15	Prostate Cancer, Hereditary, 15	CTD_human	0	0
umls:C2677772	100188867	0.12	HPC14	Prostate cancer, hereditary, 14	Prostate Cancer, Hereditary, 14	CTD_human	0	0
umls:C2677773	6928	0.12	HNF1B	HNF1 homeobox B	Prostate Cancer, Hereditary, 11	CTD_human	0	0
umls:C2677821	4477	0.24	MSMB	microseminoprotein, beta-	Prostate Cancer, Hereditary, 13	CLINVAR,CTD_human	0	1
umls:C2678047	100188769	0.12	HPCX2	Prostate cancer, hereditary, X-linked 2	Prostate Cancer, Hereditary, X-Linked 2	CTD_human	0	0
umls:C2678479	23301	0.24	EHBP1	EH domain binding protein 1	Prostate Cancer, Hereditary, 12	CLINVAR,CTD_human	0	1
umls:C2931456	10481	0.241628651232482	HOXB13	homeobox B13	Prostate cancer, familial	CTD_human,ORPHANET	6	1
umls:C2931456	11200	0.240814325616241	CHEK2	checkpoint kinase 2	Prostate cancer, familial	CTD_human,ORPHANET	3	0
umls:C2931456	2048	0.12027144187208	EPHB2	EPH receptor B2	Prostate cancer, familial	ORPHANET	1	0
umls:C2931456	4477	0.12027144187208	MSMB	microseminoprotein, beta-	Prostate cancer, familial	ORPHANET	1	0
umls:C2931456	4481	0.122171534976642	MSR1	macrophage scavenger receptor 1	Prostate cancer, familial	ORPHANET	8	0
umls:C2931456	4683	0.12	NBN	nibrin	Prostate cancer, familial	ORPHANET	0	0
umls:C2931456	6041	0.364343069953285	RNASEL	ribonuclease L (2\',5\'-oligoisoadenylate synthetase-dependent)	Prostate cancer, familial	CLINVAR,CTD_human,ORPHANET	16	6
umls:C2931456	60528	0.122442976848723	ELAC2	elaC ribonuclease Z 2	Prostate cancer, familial	ORPHANET	9	0
umls:C2931456	6716	0.12027144187208	SRD5A2	steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)	Prostate cancer, familial	ORPHANET	1	0
umls:C2931456	672	0.121357209360402	BRCA1	breast cancer 1, early onset	Prostate cancer, familial	ORPHANET	5	0
umls:C2931456	675	0.121900093104562	BRCA2	breast cancer 2, early onset	Prostate cancer, familial	ORPHANET	7	0
umls:C2931456	6928	0.12	HNF1B	HNF1 homeobox B	Prostate cancer, familial	ORPHANET	0	0
umls:C2931456	999	0.12027144187208	CDH1	cadherin 1, type 1, E-cadherin (epithelial)	Prostate cancer, familial	CTD_human	2	0
umls:C2937421	2252	0.122995792114547	FGF7	fibroblast growth factor 7	Prostatic Hyperplasia	CTD_human	3	0
umls:C2937421	354	0.130540082706004	KLK3	kallikrein-related peptidase 3	Prostatic Hyperplasia	CTD_human	5	0
umls:C2937421	5617	0.12027144187208	PRL	prolactin	Prostatic Hyperplasia	CTD_human	2	0
umls:C2937421	6716	0.142375242599014	SRD5A2	steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)	Prostatic Hyperplasia	CTD_human	9	0
umls:C3495559	55	0.12	ACPP	acid phosphatase, prostate	Juvenile arthritis	CTD_human	1	0
umls:C3539120	60528	0.24	ELAC2	elaC ribonuclease Z 2	PROSTATE CANCER, HEREDITARY, 2	CLINVAR,UNIPROT	4	6
umls:C3658267	8644	0.12	AKR1C3	aldo-keto reductase family 1, member C3	Prostatic Neoplasms, Castration-Resistant	CTD_human	1	0
