ENSP00000334611	TMPRSS11A	DOID:5041	Esophageal cancer	4.594	2.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000334611&type2=-26&id2=DOID:5041
ENSP00000334714	IGFN1	DOID:3382	Liposarcoma	3.269	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000334714&type2=-26&id2=DOID:3382
ENSP00000334940	GGN	DOID:4943	Adenocarcinoma in situ	3.444	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000334940&type2=-26&id2=DOID:4943
ENSP00000335062	PDCD1	DOID:162	Cancer	4.555	2.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000335062&type2=-26&id2=DOID:162
ENSP00000335074	GHRL	DOID:162	Cancer	3.476	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000335074&type2=-26&id2=DOID:162
ENSP00000335153	HSP90AA1	DOID:162	Cancer	6.185	3.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000335153&type2=-26&id2=DOID:162
ENSP00000335437	ZNF20	DOID:3969	Papillary thyroid carcinoma	3.086	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000335437&type2=-26&id2=DOID:3969
ENSP00000335544	CCKBR	DOID:162	Cancer	3.901	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000335544&type2=-26&id2=DOID:162
ENSP00000335560	ARHGEF25	DOID:3247	Rhabdomyosarcoma	3.285	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000335560&type2=-26&id2=DOID:3247
ENSP00000335620	GSTA1	DOID:162	Cancer	6.143	3.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000335620&type2=-26&id2=DOID:162
ENSP00000335655	FMNL3	DOID:3371	Chondrosarcoma	3.511	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000335655&type2=-26&id2=DOID:3371
ENSP00000335657	CCK	DOID:162	Cancer	3.871	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000335657&type2=-26&id2=DOID:162
ENSP00000336528	NR1I2	DOID:162	Cancer	4.152	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000336528&type2=-26&id2=DOID:162
ENSP00000336627	SLITRK4	DOID:4791	Supratentorial primitive neuroectodermal tumor	4.313	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000336627&type2=-26&id2=DOID:4791
ENSP00000336687	CBX3	DOID:162	Cancer	3.024	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000336687&type2=-26&id2=DOID:162
ENSP00000336701	RAD51C	DOID:2394	Ovarian cancer	4.787	2.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000336701&type2=-26&id2=DOID:2394
ENSP00000336701	RAD51C	DOID:1612	Breast cancer	4.017	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000336701&type2=-26&id2=DOID:1612
ENSP00000336701	RAD51C	DOID:1791	Peritoneal carcinoma	3.007	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000336701&type2=-26&id2=DOID:1791
ENSP00000336702	EIF5A	DOID:162	Cancer	3.511	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000336702&type2=-26&id2=DOID:162
ENSP00000336740	LIMK1	DOID:162	Cancer	3.231	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000336740&type2=-26&id2=DOID:162
ENSP00000336752	FIP1L1	DOID:1240	Leukemia	4.897	2.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000336752&type2=-26&id2=DOID:1240
ENSP00000336752	FIP1L1	DOID:355	mast-cell sarcoma	3.435	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000336752&type2=-26&id2=DOID:355
ENSP00000336762	ANG	DOID:162	Cancer	4.087	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000336762&type2=-26&id2=DOID:162
ENSP00000336769	KIR2DL1	DOID:162	Cancer	3.306	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000336769&type2=-26&id2=DOID:162
ENSP00000336790	ATF4	DOID:162	Cancer	4.166	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000336790&type2=-26&id2=DOID:162
ENSP00000336831	PLS1	DOID:5648	Choroid plexus carcinoma	3.764	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000336831&type2=-26&id2=DOID:5648
ENSP00000336927	ALDOA	DOID:8634	Prostate carcinoma in situ	3.225	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000336927&type2=-26&id2=DOID:8634
ENSP00000337056	CDKN2D	DOID:162	Cancer	3.541	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337056&type2=-26&id2=DOID:162
ENSP00000337065	CXCL14	DOID:162	Cancer	3.785	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337065&type2=-26&id2=DOID:162
ENSP00000337088	MEN1	DOID:162	Cancer	4.760	2.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337088&type2=-26&id2=DOID:162
ENSP00000337122	ZNF354A	DOID:4467	Renal clear cell carcinoma	3.107	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337122&type2=-26&id2=DOID:4467
ENSP00000337261	ARHGEF1	DOID:162	Cancer	4.191	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337261&type2=-26&id2=DOID:162
ENSP00000337332	SIRT6	DOID:162	Cancer	3.636	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337332&type2=-26&id2=DOID:162
ENSP00000337396	CCNB1IP1	DOID:4310	Smooth muscle tumor	3.562	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337396&type2=-26&id2=DOID:4310
ENSP00000337445	ELAC2	DOID:10283	Prostate cancer	4.863	2.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337445&type2=-26&id2=DOID:10283
ENSP00000337451	EPHA3	DOID:162	Cancer	3.333	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337451&type2=-26&id2=DOID:162
ENSP00000337561	SLC43A3	DOID:175	Vascular cancer	3.130	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337561&type2=-26&id2=DOID:175
ENSP00000337561	SLC43A3	DOID:0001816	Angiosarcoma	3.103	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337561&type2=-26&id2=DOID:0001816
ENSP00000337675	EBAG9	DOID:162	Cancer	3.869	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337675&type2=-26&id2=DOID:162
ENSP00000337733	KLK5	DOID:162	Cancer	3.144	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337733&type2=-26&id2=DOID:162
ENSP00000337773	NQO2	DOID:162	Cancer	3.111	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337773&type2=-26&id2=DOID:162
ENSP00000337804	SPAG17	DOID:162	Cancer	3.344	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337804&type2=-26&id2=DOID:162
ENSP00000337816	MMP25	DOID:162	Cancer	3.113	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337816&type2=-26&id2=DOID:162
ENSP00000337825	LCK	DOID:162	Cancer	4.490	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337825&type2=-26&id2=DOID:162
ENSP00000337853	TRAF6	DOID:162	Cancer	3.688	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337853&type2=-26&id2=DOID:162
ENSP00000337862	OVOL1	DOID:4840	Sebaceous carcinoma	3.238	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337862&type2=-26&id2=DOID:4840
ENSP00000337915	CYP3A4	DOID:162	Cancer	5.038	2.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337915&type2=-26&id2=DOID:162
ENSP00000337949	HTR7	DOID:162	Cancer	3.394	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000337949&type2=-26&id2=DOID:162
ENSP00000338018	HIF1A	DOID:162	Cancer	6.106	3.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338018&type2=-26&id2=DOID:162
ENSP00000338020	EIF4G1	DOID:162	Cancer	3.322	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338020&type2=-26&id2=DOID:162
ENSP00000338030	STARD7	DOID:3594	Choriocarcinoma	3.942	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338030&type2=-26&id2=DOID:3594
ENSP00000338030	STARD7	DOID:0050861	Colorectal adenocarcinoma	3.024	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338030&type2=-26&id2=DOID:0050861
ENSP00000338127	TESK1	DOID:3305	Teratocarcinoma	3.456	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338127&type2=-26&id2=DOID:3305
ENSP00000338130	KLRD1	DOID:162	Cancer	3.547	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338130&type2=-26&id2=DOID:162
ENSP00000338157	ZBTB16	DOID:162	Cancer	4.288	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338157&type2=-26&id2=DOID:162
ENSP00000338207	LMO1	DOID:9952	Acute lymphocytic leukemia	4.282	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338207&type2=-26&id2=DOID:9952
ENSP00000338235	MTDH	DOID:162	Cancer	4.431	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338235&type2=-26&id2=DOID:162
ENSP00000338272	HEY1	DOID:162	Cancer	3.607	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338272&type2=-26&id2=DOID:162
ENSP00000338345	SNCA	DOID:162	Cancer	4.516	2.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338345&type2=-26&id2=DOID:162
ENSP00000338358	SERPINB6	DOID:162	Cancer	3.351	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338358&type2=-26&id2=DOID:162
ENSP00000338369	CELA3B	DOID:1793	Pancreatic cancer	4.499	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338369&type2=-26&id2=DOID:1793
ENSP00000338548	FGF1	DOID:162	Cancer	5.975	3.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338548&type2=-26&id2=DOID:162
ENSP00000338606	SMUG1	DOID:162	Cancer	6.991	3.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338606&type2=-26&id2=DOID:162
ENSP00000338641	MUM1L1	DOID:5485	Synovial sarcoma	3.595	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338641&type2=-26&id2=DOID:5485
ENSP00000338728	CCDC88A	DOID:162	Cancer	3.074	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338728&type2=-26&id2=DOID:162
ENSP00000338769	ASAP3	DOID:0050933	Ovarian serous carcinoma	3.385	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338769&type2=-26&id2=DOID:0050933
ENSP00000338783	CHST5	DOID:3030	Mucinous adenocarcinoma	3.761	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338783&type2=-26&id2=DOID:3030
ENSP00000338860	ZNF444	DOID:4838	Myoepithelial carcinoma	5.375	2.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338860&type2=-26&id2=DOID:4838
ENSP00000338860	ZNF444	DOID:5309	epithelial-myoepithelial carcinoma	4.176	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338860&type2=-26&id2=DOID:5309
ENSP00000338860	ZNF444	DOID:6496	Extraskeletal myxoid chondrosarcoma	3.593	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338860&type2=-26&id2=DOID:6496
ENSP00000338860	ZNF444	DOID:6193	Epithelioid sarcoma	3.315	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338860&type2=-26&id2=DOID:6193
ENSP00000338934	EZR	DOID:162	Cancer	4.773	2.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000338934&type2=-26&id2=DOID:162
ENSP00000339007	GRB2	DOID:162	Cancer	4.772	2.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000339007&type2=-26&id2=DOID:162
ENSP00000339136	ERAS	DOID:162	Cancer	3.989	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000339136&type2=-26&id2=DOID:162
ENSP00000339191	CAV1	DOID:162	Cancer	5.272	2.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000339191&type2=-26&id2=DOID:162
ENSP00000339245	YTHDC1	DOID:1380	Endometrial cancer	3.027	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000339245&type2=-26&id2=DOID:1380
ENSP00000339280	CCDC30	DOID:3969	Papillary thyroid carcinoma	3.054	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000339280&type2=-26&id2=DOID:3969
ENSP00000339328	PLAUR	DOID:162	Cancer	5.407	2.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000339328&type2=-26&id2=DOID:162
ENSP00000339399	CRYZ	DOID:162	Cancer	3.894	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000339399&type2=-26&id2=DOID:162
ENSP00000339428	SOCS2	DOID:162	Cancer	3.331	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000339428&type2=-26&id2=DOID:162
ENSP00000339495	COBRA1	DOID:1612	Breast cancer	3.185	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000339495&type2=-26&id2=DOID:1612
ENSP00000339503	NUDT1	DOID:162	Cancer	3.328	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000339503&type2=-26&id2=DOID:162
ENSP00000339527	FOXO3	DOID:162	Cancer	5.032	2.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000339527&type2=-26&id2=DOID:162
ENSP00000339769	SMEK2	DOID:3305	Teratocarcinoma	3.546	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000339769&type2=-26&id2=DOID:3305
ENSP00000339795	RPL7	DOID:3748	Esophagus squamous cell carcinoma	3.400	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000339795&type2=-26&id2=DOID:3748
ENSP00000339824	FGFR3	DOID:162	Cancer	5.076	2.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000339824&type2=-26&id2=DOID:162
ENSP00000339845	DROSHA	DOID:162	Cancer	4.176	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000339845&type2=-26&id2=DOID:162
ENSP00000339992	MYB	DOID:162	Cancer	4.916	2.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000339992&type2=-26&id2=DOID:162
ENSP00000340019	HSPD1	DOID:162	Cancer	3.292	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000340019&type2=-26&id2=DOID:162
ENSP00000340210	CD59	DOID:162	Cancer	3.935	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000340210&type2=-26&id2=DOID:162
ENSP00000340278	PARK7	DOID:162	Cancer	3.325	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000340278&type2=-26&id2=DOID:162
ENSP00000340279	SSX2IP	DOID:5485	Synovial sarcoma	3.720	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000340279&type2=-26&id2=DOID:5485
ENSP00000340292	DLK1	DOID:162	Cancer	3.656	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000340292&type2=-26&id2=DOID:162
ENSP00000340330	KAT5	DOID:162	Cancer	3.653	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000340330&type2=-26&id2=DOID:162
ENSP00000340454	RAP1GDS1	DOID:9952	Acute lymphocytic leukemia	3.104	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000340454&type2=-26&id2=DOID:9952
ENSP00000340507	TRIM24	DOID:162	Cancer	3.421	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000340507&type2=-26&id2=DOID:162
ENSP00000340691	EIF4EBP1	DOID:162	Cancer	5.255	2.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000340691&type2=-26&id2=DOID:162
ENSP00000340820	MAPT	DOID:162	Cancer	3.038	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000340820&type2=-26&id2=DOID:162
ENSP00000340896	ASH2L	DOID:1240	Leukemia	3.456	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000340896&type2=-26&id2=DOID:1240
ENSP00000340913	TRPC6	DOID:162	Cancer	3.315	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000340913&type2=-26&id2=DOID:162
ENSP00000340944	PTPN11	DOID:162	Cancer	4.901	2.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000340944&type2=-26&id2=DOID:162
ENSP00000340989	SFN	DOID:162	Cancer	4.743	2.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000340989&type2=-26&id2=DOID:162
ENSP00000341013	AMTN	DOID:2512	Nevoid basal cell carcinoma syndrome	3.136	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341013&type2=-26&id2=DOID:2512
ENSP00000341030	CSN2	DOID:162	Cancer	3.326	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341030&type2=-26&id2=DOID:162
ENSP00000341045	UGT2B15	DOID:10283	Prostate cancer	4.042	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341045&type2=-26&id2=DOID:10283
ENSP00000341094	HIST1H2AD	DOID:162	Cancer	3.585	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341094&type2=-26&id2=DOID:162
ENSP00000341138	EPB41L3	DOID:162	Cancer	3.592	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341138&type2=-26&id2=DOID:162
ENSP00000341151	ZNF81	DOID:5485	Synovial sarcoma	3.263	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341151&type2=-26&id2=DOID:5485
ENSP00000341170	PTN	DOID:162	Cancer	4.146	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341170&type2=-26&id2=DOID:162
ENSP00000341189	PTK2	DOID:162	Cancer	5.471	2.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341189&type2=-26&id2=DOID:162
ENSP00000341206	CHST4	DOID:3030	Mucinous adenocarcinoma	3.176	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341206&type2=-26&id2=DOID:3030
ENSP00000341208	STAT5A	DOID:162	Cancer	5.607	2.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341208&type2=-26&id2=DOID:162
ENSP00000341268	TRADD	DOID:162	Cancer	3.419	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341268&type2=-26&id2=DOID:162
ENSP00000341285	HNRNPA1L2	DOID:162	Cancer	3.235	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341285&type2=-26&id2=DOID:162
ENSP00000341351	DCAF5	DOID:4310	Smooth muscle tumor	4.164	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341351&type2=-26&id2=DOID:4310
ENSP00000341551	SMAD4	DOID:162	Cancer	5.743	2.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341551&type2=-26&id2=DOID:162
ENSP00000341562	B4GALNT1	DOID:1909	Melanoma	3.318	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341562&type2=-26&id2=DOID:1909
ENSP00000341584	SERPINB13	DOID:1749	Squamous cell carcinoma	3.319	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341584&type2=-26&id2=DOID:1749
ENSP00000341674	ANXA8	DOID:4830	Adenosquamous carcinoma	3.949	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341674&type2=-26&id2=DOID:4830
ENSP00000341698	AKT1S1	DOID:162	Cancer	3.274	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341698&type2=-26&id2=DOID:162
ENSP00000341826	HNRNPA1	DOID:162	Cancer	3.281	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341826&type2=-26&id2=DOID:162
ENSP00000341905	RASAL3	DOID:5485	Synovial sarcoma	3.595	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341905&type2=-26&id2=DOID:5485
ENSP00000341957	TP53BP2	DOID:162	Cancer	3.388	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000341957&type2=-26&id2=DOID:162
ENSP00000342002	ZNF93	DOID:2998	Testicular cancer	3.103	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000342002&type2=-26&id2=DOID:2998
ENSP00000342007	CYP1A2	DOID:162	Cancer	4.760	2.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000342007&type2=-26&id2=DOID:162
ENSP00000342011	XRCC4	DOID:162	Cancer	3.838	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000342011&type2=-26&id2=DOID:162
ENSP00000342019	ZNF189	DOID:2513	Basal cell carcinoma	3.320	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000342019&type2=-26&id2=DOID:2513
ENSP00000342070	CTSB	DOID:162	Cancer	5.159	2.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000342070&type2=-26&id2=DOID:162
ENSP00000342087	FHIT	DOID:162	Cancer	5.498	2.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000342087&type2=-26&id2=DOID:162
ENSP00000342098	SPINT1	DOID:162	Cancer	3.295	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000342098&type2=-26&id2=DOID:162
ENSP00000342215	KIR2DL3	DOID:162	Cancer	3.046	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000342215&type2=-26&id2=DOID:162
ENSP00000342222	TRPV2	DOID:162	Cancer	3.091	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000342222&type2=-26&id2=DOID:162
ENSP00000342235	ERBB4	DOID:162	Cancer	5.240	2.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000342235&type2=-26&id2=DOID:162
ENSP00000342307	FOXM1	DOID:162	Cancer	4.752	2.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000342307&type2=-26&id2=DOID:162
ENSP00000342385	PTGES	DOID:162	Cancer	3.870	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000342385&type2=-26&id2=DOID:162
ENSP00000342445	CLDN4	DOID:162	Cancer	3.137	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000342445&type2=-26&id2=DOID:162
ENSP00000342680	CXorf67	DOID:4226	Endometrial stromal sarcoma	4.010	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000342680&type2=-26&id2=DOID:4226
ENSP00000342681	CD5	DOID:162	Cancer	6.099	3.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000342681&type2=-26&id2=DOID:162
ENSP00000342952	ADCY2	DOID:162	Cancer	3.087	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000342952&type2=-26&id2=DOID:162
ENSP00000343023	SP100	DOID:1240	Leukemia	3.976	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000343023&type2=-26&id2=DOID:1240
ENSP00000343040	HMGB1	DOID:162	Cancer	4.216	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000343040&type2=-26&id2=DOID:162
ENSP00000343054	RBM5	DOID:1324	Lung cancer	3.526	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000343054&type2=-26&id2=DOID:1324
ENSP00000343204	JAK1	DOID:162	Cancer	4.845	2.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000343204&type2=-26&id2=DOID:162
ENSP00000343223	TCL1B	DOID:1240	Leukemia	3.092	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000343223&type2=-26&id2=DOID:1240
ENSP00000343248	SBK1	DOID:3748	Esophagus squamous cell carcinoma	3.912	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000343248&type2=-26&id2=DOID:3748
ENSP00000343282	HIST1H4D	DOID:162	Cancer	4.349	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000343282&type2=-26&id2=DOID:162
ENSP00000343313	ATG5	DOID:162	Cancer	4.674	2.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000343313&type2=-26&id2=DOID:162
ENSP00000343392	XRCC3	DOID:162	Cancer	5.016	2.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000343392&type2=-26&id2=DOID:162
ENSP00000343412	BRE	DOID:162	Cancer	3.063	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000343412&type2=-26&id2=DOID:162
ENSP00000343445	SERPINB4	DOID:1749	Squamous cell carcinoma	5.276	2.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000343445&type2=-26&id2=DOID:1749
