__mclCluster	name	PRWP	score	Unnamed: 0
29.0	RPS16	0.0	-1	1433
11.0	MDM2	0.0	-1	1434
309.0	CSNK1A1	0.0	-1	1435
3.0	MXD1	0.0	-1	1436
530.0	LAT	0.0	-1	1437
31.0	HIST1H3A	0.0	-1	1438
31.0	HAT1	0.0	-1	1439
-1	XIAP	-1	-1	1440
225.0	BBS9	0.0	-1	1441
450.0	SQSTM1	0.0	-1	1442
67.0	KEAP1	0.0	-1	1443
140.0	GTF2H3	0.0	-1	1444
140.0	MNAT1	0.0	-1	1445
3.0	DDX5	0.0	-1	1446
134.0	BCL2L1	0.0	-1	1447
134.0	SIVA1	0.0	-1	1448
51.0	STK3	0.0	-1	1449
202.0	STK4	0.0	-1	1450
-1	TAF5	-1	-1	1451
-1	TAF7	-1	-1	1452
48.0	TBP	0.0	-1	1453
48.0	ZNF76	0.0	-1	1454
-1	EIF3C	-1	-1	1455
57.0	EIF2B4	0.0	-1	1456
57.0	EIF2S2	0.0	-1	1457
135.0	CUL5	0.0	-1	1458
135.0	TCEB2	0.0	-1	1459
-1	PSMC1	-1	-1	1460
531.0	CNN1	0.0	-1	1461
531.0	ACTA1	0.0	-1	1462
207.0	NCAPH	0.0	-1	1463
-1	SMC4	-1	0.12	1464
236.0	APBA1	0.0	-1	1465
318.0	PSEN1	0.0	-1	1466
532.0	PPBP	0.0	-1	1467
532.0	CTSG	0.0	-1	1468
533.0	KDM2B	0.0	-1	1469
533.0	SKP1	0.0	-1	1470
-1	EIF3F	-1	-1	1471
-1	EIF3L	-1	-1	1472
196.0	CSTF2	0.0	-1	1473
-1	BARD1	-1	-1	1474
-1	EIF3E	-1	-1	1475
-1	EIF3B	-1	-1	1476
13.0	UBE2D2	0.0	-1	1477
13.0	RNF115	0.0	-1	1478
-1	RIPK1	-1	-1	1479
-1	BIRC2	-1	-1	1480
118.0	CDC5L	0.0	-1	1481
118.0	PRPF19	0.0	-1	1482
534.0	HDAC6	0.0	-1	1483
534.0	TUBB	0.0	-1	1484
535.0	OSM	0.0	-1	1485
535.0	OSMR	0.0	-1	1486
-1	PSMD8	-1	-1	1487
5.0	POLR2A	0.0	-1	1488
5.0	GTF2H1	0.0	-1	1489
8.0	FBXO7	0.0	-1	1490
8.0	CUL1	0.0	-1	1491
536.0	RBBP7	2.32407953773e+12	-1	1492
536.0	MTA1	2.32407953773e+12	0.12	1493
537.0	XRCC4	0.0	-1	1494
537.0	APLF	0.0	-1	1495
227.0	CDK9	0.0	-1	1496
-1	AFF4	-1	-1	1497
33.0	LFNG	0.0	-1	1498
26.0	CLTC	2.3293366419e+12	0.120271441872	1499
26.0	TOM1L1	2.3293366419e+12	-1	1500
224.0	ATM	0.0	-1	1501
229.0	TELO2	0.0	-1	1502
298.0	NEDD8	0.0	-1	1503
125.0	VHL	0.0	-1	1504
293.0	RPS6KA1	2.61418200243e+12	-1	1505
-1	NFKBIA	-1	-1	1506
-1	PSMB3	-1	-1	1507
-1	PSMA3	-1	-1	1508
538.0	VAV2	0.0	-1	1509
538.0	RHOG	0.0	-1	1510
-1	PSMD7	-1	-1	1511
-1	PSMD12	-1	-1	1512
54.0	YWHAG	0.0	-1	1513
54.0	CCNY	0.0	-1	1514
138.0	ALG2	0.0	-1	1515
138.0	ANXA11	0.0	-1	1516
3.0	HDAC1	0.0	-1	1517
18.0	EP300	0.0	-1	1518
383.0	YWHAE	0.0	-1	1519
-1	CDC25C	-1	-1	1520
33.0	NOTCH1	0.0	-1	1521
33.0	DTX1	0.0	-1	1522
61.0	PLCB1	0.0	-1	1523
61.0	GNAQ	0.0	-1	1524
30.0	UBE2N	0.0	-1	1525
30.0	RNF103	0.0	-1	1526
-1	PSMB2	-1	-1	1527
-1	PSMA7	-1	-1	1528
539.0	TNFRSF13B	0.0	-1	1529
539.0	CAMLG	0.0	-1	1530
-1	EP400	-1	-1	1531
-1	RUVBL1	-1	-1	1532
-1	NCOR2	-1	-1	1533
-1	NCOR1	-1	-1	1534
540.0	CCR1	0.0	-1	1535
540.0	CCL1	0.0	-1	1536
426.0	PSMC5	0.0	-1	1537
-1	PSMD11	-1	-1	1538
541.0	EPHB4	0.0	-1	1539
541.0	EFNB2	0.0	-1	1540
542.0	OPTN	0.0	-1	1541
542.0	TBK1	0.0	-1	1542
530.0	LCP2	0.0	-1	1543
50.0	PTPN6	0.0	-1	1544
290.0	PTPRJ	0.0	-1	1545
-1	PDGFRB	-1	-1	1546
-1	CTR9	-1	-1	1547
75.0	RTF1	0.0	-1	1548
6.0	GCN1	2.43486341944e+12	-1	1549
6.0	MYC	2.43486341944e+12	0.125720142357	1550
-1	PSMD2	-1	-1	1551
230.0	PSMD6	0.0	-1	1552
543.0	GNB4	0.0	-1	1553
543.0	GNG13	0.0	-1	1554
55.0	POLR3H	0.0	-1	1555
-1	POLR2H	-1	-1	1556
391.0	MCL1	0.0	-1	1557
-1	BAD	-1	-1	1558
25.0	MARS	0.0	-1	1559
410.0	QARS	0.0	-1	1560
39.0	PLCG1	2.33985085024e+12	0.120814325616	1561
104.0	LYN	0.0	-1	1562
544.0	BBS2	0.0	-1	1563
544.0	BBS7	0.0	-1	1564
-1	PSMC3	-1	-1	1565
-1	USP14	-1	-1	1566
107.0	CYBA	0.0	-1	1567
107.0	CYBB	0.0	-1	1568
127.0	CCT4	0.0	-1	1569
127.0	CCT3	0.0	-1	1570
545.0	AIP	0.0	-1	1571
545.0	PTGES3	0.0	-1	1572
-1	CCNH	-1	-1	1573
-1	ERCC3	-1	-1	1574
-1	COL1A1	-1	0.12	1575
-1	TGFBI	-1	-1	1576
546.0	RPS6KA3	0.0	-1	1577
546.0	HMGN1	0.0	-1	1578
133.0	SRSF6	0.0	-1	1579
133.0	SRPK1	0.0	-1	1580
547.0	MAFF	0.0	-1	1581
547.0	NFE2L2	0.0	-1	1582
3.0	PHF21A	0.0	-1	1583
38.0	HDAC2	0.0	-1	1584
-1	STXBP1	-1	-1	1585
436.0	USO1	0.0	-1	1586
414.0	TRRAP	0.0	-1	1587
-1	SUPT3H	-1	-1	1588
